Genes	ES1	ES2	DE3	DE2	DE3	ES1	D4CF2	D4CF3	FS1	FS2	AS1	AS2	AS3
SOX6	1.05676	1.0415	1.22436	1.36931	1.22436	1.05676	1.99791	2.08544	7.7857	15.7661	2.36462	5.98807	3.49136
SPACA1	1	1	1	1	1	1	1	1.03861	1	1	1	1	1
SPACA3	1	1	1	1	1	1	1.25354	1.16262	1.26434	3.11448	1.28627	1	1
SPAM1	1.05931	1.03273	1.12984	1.33883	1.12984	1.05931	1.02821	1.05429	1.06629	1.60896	1.22301	1	1.11489
SPATA16	1.34451	1.25348	1.03294	1.041	1.03294	1.34451	1	1	1	1	1	1	1
SPECC1L	15.1864	14.8332	14.6735	17.1546	14.6735	15.1864	19.5183	20.9051	18.9681	12.6702	20.3766	10.8821	13.5783
SPECC1L-ADORA2A	2.5395	3.16001	2.13502	1.89953	2.13502	2.5395	1.7255	1.5435	1.60157	1.48737	1.8156	1	1
SPG21	62.6206	60.7547	53.2455	62.1409	53.2455	62.6206	78.9479	86.8423	38.9158	81.1916	73.9235	66.0724	45.2412
SPOCK2	1.11726	1.14118	1.08371	1.09133	1.08371	1.11726	2.01419	1.43907	8.51396	2.98367	2.72873	2.64043	23.629
SPRR2B	1	1	1	1	1	1	1	1	1	1	1	1	1
SPTY2D1-AS1	2.38086	2.32861	2.0668	2.7346	2.0668	2.38086	1.80699	1.23698	1.96424	1.39541	2.14993	1	1
SRSF4	66.0387	64.7962	57.1098	56.1418	57.1098	66.0387	69.4686	67.9467	47.2422	54.1882	63.9503	63.1117	57.7986
SSFA2	5.05174	4.88766	9.10567	9.99775	9.10567	5.05174	31.6476	32.4771	48.4823	42.1593	32.2184	28.1468	36.3419
ST6GAL2	6.96619	7.17348	8.17034	8.89297	8.17034	6.96619	22.0912	23.2586	4.57593	1.51031	20.0986	1	1
ST7	12.2794	11.3679	4.13959	5.04195	4.13959	12.2794	7.20914	8.79586	9.63225	14.2185	11.3646	7.04118	7.25457
STEAP4	1.04381	1.04237	1	1	1	1.04381	1.01389	1	1.19078	1.311	1.01569	1.5629	9.11929
STK33	16.5009	16.1561	8.94426	14.0874	8.94426	16.5009	12.5517	14.3536	3.63015	2.9309	12.9045	2.30091	2.19889
STK39	24.2949	25.6097	15.9261	18.8651	15.9261	24.2949	24.7368	28.9186	15.0985	9.70465	25.2201	35.0814	26.6191
STON1	8.02919	8.16311	6.98863	5.68326	6.98863	8.02919	17.9719	18.3648	7.70267	2.90523	14.4366	1.36482	5.88142
STON1-GTF2A1L	1.49382	1.52829	1.58065	1.65654	1.58065	1.49382	1.88364	1.8365	2.67232	1.08894	1.40585	1.82546	1.00062
STS	2.47802	2.29912	2.94973	3.28756	2.94973	2.47802	2.3809	2.58775	5.80303	3.86771	2.93942	2.36147	4.51678
STXBP5L	3.52862	3.5472	2.04009	2.33705	2.04009	3.52862	1.68653	1.72053	1.36013	1.31024	1.81358	1.13099	1.17245
STXBP6	5.11386	5.29952	1.21455	1.13351	1.21455	5.11386	11.1404	9.98562	4.9937	9.27022	9.53679	6.50223	10.1783
STYK1	1.6264	1.60491	2.30267	1.83859	2.30267	1.6264	1.05587	1.03583	4.82209	1.77227	1.12616	3.58627	5.69203
SUCO	28.2857	31.3118	47.1072	60.9887	47.1072	28.2857	25.6732	33.0689	16.0673	21.297	26.079	16.7699	10.6353
SULT1C2P1	1	1	1	1	1	1	1	1.02994	2.55982	5.75461	1	1	1
SULT2B1	1.05484	1	1.25174	1	1.25174	1.05484	1	1.05019	1.65346	2.34549	1.05891	48.422	8.15438
SYT16	1.70783	1.86344	1.21372	1.1064	1.21372	1.70783	1.17721	1.11935	1.26376	1	1.14006	1	1.036
SYTL2	5.43466	5.87674	1.79299	2.68735	1.79299	5.43466	2.27926	2.44287	30.5447	18.7661	2.89568	12.2747	7.98268
SYTL5	1.48547	1.53441	1.52677	1.75913	1.52677	1.48547	12.6199	10.5434	4.1881	2.39037	11.7047	5.27054	1.79654
TAAR9	1	1	1	1	1	1	1	1	1	1	1	1	1
TAF1A	7.15894	7.05614	7.11315	9.78557	7.11315	7.15894	22.4268	28.3201	4.55532	5.08418	18.4106	1.75778	2.15998
TAF1A-AS1	2.78863	2.75648	2.63541	3.31547	2.63541	2.78863	4.88726	4.25243	2.65565	2.28766	4.23979	6.11683	1.74909
TAF1D	57.163	59.1175	57.9093	76.5498	57.9093	57.163	71.1476	72.5978	34.5175	38.9799	64.0331	19.5791	15.6833
TAPT1-AS1	9.32142	8.05164	12.2947	4.0672	12.2947	9.32142	15.7617	6.3486	19.8006	23.6984	15.21	2.05061	3.62861
TAS2R30	1.14453	1.07976	1.08295	1	1.08295	1.14453	1	1	1.05379	1.05727	1	1	1
TAS2R46	1.07526	1.1661	1	1	1	1.07526	1	1	1.112	1	1.08083	1	1
TAS2R5	3.0213	3.03962	2.32527	2.31951	2.32527	3.0213	1.93404	1.7929	4.61175	4.33666	1.99257	2.28092	1.22498
TAX1BP3	23.2843	25.0406	24.6351	17.8673	24.6351	23.2843	14.6166	12.3008	60.9241	62.2949	16.3746	361.259	99.8772
TBC1D22A	3.39182	3.36036	4.88692	4.03919	4.88692	3.39182	4.64383	3.53238	7.8	10.9068	4.08972	23.0806	13.6417
TBC1D23	14.0702	14.9061	14.5524	18.8071	14.5524	14.0702	13.4152	15.0873	15.1957	17.4701	13.4235	27.4397	10.7477
TBC1D3H	1	1	1	1	1	1	1	1	1	1	1	1	1
TBC1D9B	7.72071	7.44721	14.7015	9.38447	14.7015	7.72071	9.10888	6.45509	26.7774	26.8786	8.82481	24.4845	37.2246
TBX20	1	1.05153	1.54173	1.77054	1.54173	1	1	1	1.03477	1.07385	1	1	1
TCEANC	2.34165	2.72177	2.53939	2.11389	2.53939	2.34165	2.06863	2.57071	2.65044	1.91175	2.20657	2.37714	2.0277
TCP11L1	8.51238	9.31558	23.5321	19.083	23.5321	8.51238	16.8349	16.1314	8.11453	5.7559	15.3995	9.74994	4.69779
TCTEX1D2	18.6933	19.6155	20.5184	24.1582	20.5184	18.6933	37.3286	48.1623	7.32718	6.46546	41.8942	11.3162	2.68867
TDP1	28.7223	27.7706	17.0195	16.6949	17.0195	28.7223	21.7982	24.8923	5.78154	6.75873	20.489	2.4486	4.78126
TDRD12	1.34798	1.04267	1	1	1	1.34798	1	1	1.25921	1	1	1	1
TECTB	1	1	1	1	1	1	1	1	1.01574	1.06666	1	1	1.04084
TES	19.7232	19.8739	28.3841	37.0168	28.3841	19.7232	36.5693	33.8738	46.0437	27.6192	34.4818	76.8458	35.9162
TET1	18.3162	20.4583	16.3373	17.8178	16.3373	18.3162	21.9793	22.9269	3.30138	3.05206	18.2431	1.12793	1.38176
TEX36	1	1	1	1	1	1	1	1	1	1	1	1	1
TFAP2A	1.03709	1.02046	1.08511	1.13241	1.08511	1.03709	1.43548	1.64544	1.81536	1.24873	2.9916	1	1.2507
TFAP2A-AS1	1	1	1	1	1	1	1	1	1	1.07857	1.18455	1	1.09659
TGIF1	155.75	148.997	134.516	139.458	134.516	155.75	61.6684	61.4702	29.9211	32.2802	62.2429	22.0215	40.8173
THOP1	12.9001	11.7177	15.7763	8.58221	15.7763	12.9001	19.6329	10.8264	9.34708	8.88528	17.5603	42.0533	26.1377
TIGD4	2.85484	2.86101	4.20614	3.88952	4.20614	2.85484	3.65844	3.40328	1.6103	2.34999	2.94069	1.53089	1.41946
TIGD7	5.30158	5.7101	5.15832	6.12697	5.15832	5.30158	6.15583	6.42531	5.79632	5.39541	6.54847	3.60916	3.3558
TLL1	1.07732	1.18205	1.15081	1.01104	1.15081	1.07732	1.02942	1.14154	2.80815	1.4937	1.35943	1.56987	2.98315
TLR1	1.04128	1.02278	1	1.02947	1	1.04128	1.01964	1.01889	2.13822	2.28668	1	1.45459	3.11501
TM9SF4	36.0326	35.1426	47.408	39.099	47.408	36.0326	50.0712	39.8096	36.3151	45.0726	41.3372	10.8725	21.0716
TMED9	81.4563	74.4307	119.517	101.588	119.517	81.4563	127.729	90.581	69.0636	67.5602	120.001	48.7924	125.559
TMEM126B	86.3165	86.0871	44.1073	66.4492	44.1073	86.3165	61.7045	79.3463	28.8893	38.1189	59.6597	53.2449	40.8634
TMEM132B	18.8143	19.6159	2.78424	3.60785	2.78424	18.8143	1.25282	1.35064	1.56922	1.15963	2.16665	1	1.5704
TMEM136	7.35779	7.85345	8.2508	8.90053	8.2508	7.35779	10.5494	11.6023	3.8205	2.61179	9.83252	1.64291	2.43897
TMEM160	1.12114	1.53477	2.66787	1.34597	2.66787	1.12114	2.4982	1.887	9.82401	9.76893	1.91085	63.548	4.5849
TMEM161B	10.5719	11.5712	8.89182	11.3323	8.89182	10.5719	10.1288	10.5393	9.00091	12.786	9.78712	10.944	8.36592
TMEM161B-AS1	9.85373	10.3517	3.9784	2.63796	3.9784	9.85373	8.66176	8.46306	4.06905	3.665	8.32314	6.35846	4.64712
TMEM170A	22.2104	23.2031	18.773	22.202	18.773	22.2104	24.6035	28.1794	21.1428	21.8166	21.9197	3.85471	13.9121
TMEM171	1.51561	1.62604	1.17733	1.14713	1.17733	1.51561	1.24506	1.18861	3.38151	14.8146	1.27669	5.55858	37.4319
TMEM212	1	1	1	1	1	1	1	1	1	1	1	1	1
TMEM30B	9.41805	9.75	3.75119	3.77975	3.75119	9.41805	1.63776	1.47198	17.806	20.8347	1.51236	28.2174	37.7323
TMEM39A	12.4719	11.9954	13.8791	18.5274	13.8791	12.4719	15.1405	16.5173	10.5033	10.7283	15.3193	3.80843	6.78191
TMEM60	35.3802	33.5363	23.8626	22.224	23.8626	35.3802	40.5456	53.2475	21.4769	23.2762	40.7377	17.3758	29.4505
TMEM87A	29.0365	26.3368	22.0191	30.3625	22.0191	29.0365	24.3578	28.2514	27.8415	25.7133	23.9693	11.1937	18.6346
TMSB10	887.479	838.178	3197.38	2887.51	3197.38	887.479	1285.23	1178.79	683.73	618.161	1505.04	1840.86	1573.62
TMSB15B	18.6195	17.0526	43.6035	56.894	43.6035	18.6195	34.1881	42.7788	6.71374	4.38565	42.4098	1	6.596
TMX1	50.8133	51.554	16.6433	25.2916	16.6433	50.8133	47.1383	58.0855	10.8801	14.6594	42.1814	7.47282	14.6633
TNFAIP8	16.5615	17.3378	37.5491	49.6465	37.5491	16.5615	19.3576	25.2671	11.5036	6.89607	18.0471	13.7125	7.9917
TNFRSF11A	9.9477	9.10006	3.65721	4.28898	3.65721	9.9477	2.59027	2.89807	12.4402	14.1656	2.45803	18.4783	29.0454
TNFSF15	1.07058	1.03895	1.02025	1	1.02025	1.07058	1.09233	1.02423	2.50582	4.32384	1.13269	15.735	1.80061
TNFSF18	1	1	1.11523	1.14341	1.11523	1	1.09554	1	1.07469	1.15951	1	1	1
TNIK	21.1674	21.805	5.17115	5.29193	5.17115	21.1674	5.66695	7.5093	6.33103	13.0503	7.35313	18.8681	7.3023
TNPO1	80.3373	85.5399	52.3539	74.5561	52.3539	80.3373	69.4453	85.4383	24.9102	26.4446	69.2666	16.5371	14.4353
TNRC6C	5.02739	5.21557	6.52174	5.78395	6.52174	5.02739	6.07252	5.64896	4.66808	3.24985	5.82127	1.70876	3.64368
TNS4	1.14125	1.1403	1.2593	1.24204	1.2593	1.14125	1.17469	1.14221	1.01053	1	1.19724	1	3.26371
TOMM20L	3.69123	2.78212	2.23515	1.76862	2.23515	3.69123	4.07246	4.81828	1.90101	1.53579	2.87907	1	1.26628
TOMM40L	10.1195	8.5582	8.07654	7.29572	8.07654	10.1195	6.91567	7.06865	6.22129	6.78255	6.97622	24.9112	20.2203
TP53BP1	41.6935	42.2097	52.4146	67.883	52.4146	41.6935	35.7207	40.5756	20.1127	13.3872	36.1137	1.59969	6.1062
TPGS1	1	1	1	1	1	1	1	1	7.21265	8.79402	1.19347	51.6225	24.867
TPTE2	1.0609	1.06722	1.03563	1.08697	1.03563	1.0609	1	1	1	1.06983	1.13085	1.98107	1
TRAM1	61.2761	60.6719	77.7601	100.765	77.7601	61.2761	66.335	81.8903	115.737	117.586	73.8765	49.1986	60.5629
TRIB2	53.8863	52.4806	15.1046	16.9271	15.1046	53.8863	36.0673	37.3765	26.0386	5.72657	44.445	7.39329	17.4993
TRIL	3.06058	3.08777	1.77517	2.10948	1.77517	3.06058	3.09966	4.15371	4.97842	2.34069	4.37459	1	4.17259
TRIM38	1.60424	1.81137	2.23638	1.81972	2.23638	1.60424	1.22036	1.22123	6.93053	12.3862	1.29208	7.64091	10.1905
TRIM51HP	1	1	1	1	1	1	1	1	1	1	1	1	1
TRIM77	1	1	1	1	1	1	1	1	1	1	1	1	1
TRIQK	11.276	11.8739	9.87405	10.0938	9.87405	11.276	18.4447	20.417	16.5167	18.6344	17.4027	6.89987	8.56334
TRMT2B	10.3331	10.5129	7.84363	7.63779	7.84363	10.3331	7.24343	7.51123	6.69401	9.17603	7.48604	5.14355	9.41708
TRMT5	11.0963	10.7337	6.97066	8.56883	6.97066	11.0963	12.0549	14.3952	5.67871	5.49221	10.831	1.94348	4.72666
TRPC1	10.0343	10.1919	10.3271	10.8573	10.3271	10.0343	16.2175	17.1374	4.56176	2.60581	12.5756	1	2.22858
TSHB	1	1.37575	1	1	1	1	1	1	1.53832	1	1.36571	1	1
TSHZ1	1.01141	1.03778	1.27494	1.13035	1.27494	1.01141	5.49428	3.98699	21.5747	22.1442	6.50339	10.2825	8.50922
TSPAN3	45.1531	42.6414	40.7014	58.782	40.7014	45.1531	103.802	118.466	129.578	117.606	101.551	112.01	111.036
TSPAN6	38.5625	37.9159	27.8563	40.573	27.8563	38.5625	67.6514	80.295	37.2882	40.3006	65.1677	6.05215	10.7791
TSTA3	20.5051	20.5937	24.8465	15.9408	24.8465	20.5051	11.8097	8.14984	24.6219	31.1377	12.2897	103.702	81.7046
TTC12	4.00212	3.68493	6.96864	7.061	6.96864	4.00212	5.85054	6.4246	5.1268	9.27454	5.22564	1	3.1038
TTC13	6.52536	6.57045	7.12915	10.7393	7.12915	6.52536	6.40076	8.69947	8.95497	7.97027	8.0489	3.46906	4.86525
TTC14	16.2651	16.9277	16.8003	20.7778	16.8003	16.2651	21.3434	22.9894	26.8122	24.6958	20.3962	5.8189	9.04234
TTN-AS1	5.39491	5.85139	7.94724	9.17535	7.94724	5.39491	4.64826	4.40235	5.03111	3.83295	3.20076	1	3.01796
TUBB8	1.29418	1.27829	1.04822	1.06001	1.04822	1.29418	1.07996	1	1.0313	1.13288	1	1	1.0816
TUBE1	9.27462	9.32571	7.01997	11.7352	7.01997	9.27462	11.1322	14.4034	8.6049	9.57253	11.7951	4.45301	8.02278
TXNDC12	57.3298	54.0314	42.7623	61.123	42.7623	57.3298	69.3996	76.2255	26.6836	33.5038	65.5426	21.3367	41.8216
TXNDC9	37.6693	39.0604	32.3899	47.5982	32.3899	37.6693	27.6156	35.4307	10.4827	9.9882	25.8287	30.1514	24.9966
UBA6	21.4778	23.5908	21.835	23.9315	21.835	21.4778	26.3351	31.3176	11.503	10.9002	22.8559	6.57703	6.21591
UBA6-AS1	8.70001	8.11072	6.88991	8.59225	6.88991	8.70001	9.57149	9.46215	4.86399	7.57508	9.60882	5.61954	4.3965
UBE4A	21.4869	23.7555	21.7538	28.8472	21.7538	21.4869	15.7488	18.5694	22.2618	25.1993	16.4695	12.3908	13.4717
UBR2	12.037	11.5615	11.2798	13.9404	11.2798	12.037	11.6609	13.1132	14.306	14.0077	10.1386	9.73574	7.05876
UBTD2	40.7458	41.6697	24.6158	33.2781	24.6158	40.7458	54.6968	70.5563	22.9004	24.2637	59.0601	20.6865	21.3247
UCK1	13.9022	13.2884	11.3617	10.6273	11.3617	13.9022	14.4554	14.5119	14.4576	18.229	16.077	20.2318	15.8576
UCN3	1	1	1	1	1	1	1	1	2.92675	5.54725	1	1	4.82406
UEVLD	7.47421	6.72779	8.65303	10.3586	8.65303	7.47421	5.42603	6.47212	8.83618	8.71889	5.52626	4.85619	6.07571
UGT2A1	1.08916	1.0738	1.00021	1	1.00021	1.08916	1	1	1	1	1.04789	1	1
UGT2A2	1	1	1.05282	1	1.05282	1	1	1	1.06888	1	1	1	1
UGT3A1	3.33193	3.60633	3.26241	3.54537	3.26241	3.33193	2.99606	3.37298	2.56545	109.4	2.92381	5.94975	2.50105
UNC13B	20.1563	20.4405	19.5434	19.258	19.5434	20.1563	14.0744	13.4812	16.3436	13.4478	12.7449	11.7094	11.9212
UQCRB	32.2287	32.1066	30.2438	39.0867	30.2438	32.2287	37.0399	41.5666	13.874	15.946	39.6445	54.582	27.047
UQCRFS1	91.8408	87.8384	46.1702	62.8777	46.1702	91.8408	56.4928	68.6054	23.1345	35.919	56.6941	217.043	199.061
USP15	12.2385	12.2683	8.80146	10.5675	8.80146	12.2385	8.91007	11.831	11.3693	11.1682	9.51193	17.4198	7.56573
USP17L3	1	1	1	1	1	1	1	1	1	1	1	1	1
USP17L8	1	1	1	1	1	1	1	1	1	1	1	1	1
USP29	1	1	1	1	1	1	1	1	1	1	1	1	1
USP51	4.23976	4.64739	9.79302	11.1632	9.79302	4.23976	6.78075	8.1335	4.39434	6.08942	6.53461	1	1.30142
USP54	12.9096	12.5757	20.4927	24.1211	20.4927	12.9096	13.7087	13.084	14.5254	11.8278	13.0643	2.61194	6.09355
UTP20	26.9829	28.5328	13.8632	19.738	13.8632	26.9829	13.8084	18.1211	5.21357	4.69693	13.8556	1.68137	3.06925
VAPA	21.9692	22.4916	19.8948	27.0466	19.8948	21.9692	28.9476	36.191	20.7111	23.2247	28.0538	39.3166	24.2901
VIL1	3.84594	3.61746	2.68217	2.41625	2.68217	3.84594	1.43075	1.1184	111.893	234.593	1.60215	331.557	74.8802
VIPAS39	16.3248	14.9473	17.231	20.1013	17.231	16.3248	17.6245	20.8005	12.1093	15.5352	16.938	8.63538	9.62418
VRK2	30.6649	31.5428	24.1853	30.3744	24.1853	30.6649	21.0424	23.8188	9.98805	11.1937	18.6173	10.1477	5.60757
VSIG1	2.23417	2.40175	1.23582	1.18677	1.23582	2.23417	1.15998	1.11971	1.05569	1.07371	1.10035	1	1.39722
VSNL1	60.6386	56.442	1.73092	2.25624	1.73092	60.6386	2.70275	3.16571	1.24861	1.11978	3.28098	1	1
VWA2	2.26605	2.47196	1.07762	1.11041	1.07762	2.26605	10.7647	14.9854	4.56613	8.05585	8.82764	1	4.07644
WAC	51.8414	52.0718	51.6462	63.9588	51.6462	51.8414	64.6154	75.5853	29.828	29.1524	60.1289	31.2191	19.8006
WAC-AS1	7.11617	7.36544	7.84792	9.16073	7.84792	7.11617	6.7183	7.58431	4.00004	4.06505	6.31038	6.34091	5.68803
WBP11	75.6067	77.1154	52.7219	57.2859	52.7219	75.6067	67.4129	76.6363	21.719	31.0596	63.3453	16.5935	29.7041
WBP4	9.49396	10.3744	9.65643	11.7369	9.65643	9.49396	11.8886	13.66	9.6619	11.1897	11.8883	14.5774	8.15175
WDFY3	10.8831	11.7537	14.4406	16.6278	14.4406	10.8831	6.53914	7.55857	9.60069	9.32838	7.19592	2.44487	3.54378
WDFY3-AS2	2.84112	2.06016	2.3777	3.34336	2.3777	2.84112	2.90392	3.23468	1.74531	2.32857	2.46178	1.88476	1.31074
WDR26	33.2428	34.2513	32.7014	41.4087	32.7014	33.2428	25.7432	28.586	22.6509	23.7571	24.6133	13.1499	10.5015
WDR3	43.8233	45.5043	13.288	20.5839	13.288	43.8233	45.6752	56.3427	9.25835	10.503	40.9285	4.92698	6.40045
WDR31	1.35607	1.34058	2.49705	2.1191	2.49705	1.35607	2.71725	2.73785	2.34497	1.9175	2.52964	1	2.1486
WDR82	49.3389	51.975	42.9234	56.2685	42.9234	49.3389	55.3167	64.6328	33.6733	31.829	61.3805	31.8641	43.5474
WDR93	1.09485	1	1.2289	1.28723	1.2289	1.09485	1.03008	1.37667	1.2152	1.03912	1.15447	1	1.06126
WNT5A	2.13766	2.22208	1.53595	1.76886	1.53595	2.13766	91.7153	102.446	5.71183	4.60271	84.7611	1.60306	2.13662
WNT5B	1.3035	1.45677	1.09496	1.35461	1.09496	1.3035	45.3642	36.8374	4.24832	2.89534	27.4088	2.21702	4.84643
WTAPP1	1.02241	1.08702	1	1	1	1.02241	1.02132	1.10255	1.23379	1.07164	1.21664	1	1.26067
XDH	1.67388	1.65623	1.75046	1.4387	1.75046	1.67388	1.40541	1.29933	18.8327	60.5768	1.37258	37.5944	18.8003
XPNPEP1	31.0434	29.819	26.1036	24.3118	26.1036	31.0434	38.0191	37.2518	23.8317	41.2503	38.812	86.5256	31.7674
XPR1	20.7991	22.2115	11.7425	13.937	11.7425	20.7991	21.2092	24.1878	14.3358	9.53786	22.6359	5.92092	7.75476
YBX1	276.975	257.057	163.505	189.589	163.505	276.975	292.992	320.894	39.7222	127.453	297.185	292.612	358.282
YEATS4	60.5367	59.4073	34.1207	53.0551	34.1207	60.5367	67.2804	82.5501	11.1977	13.9856	61.8228	12.2619	16.6426
YIPF5	19.2962	18.3803	26.9692	34.5697	26.9692	19.2962	26.6072	32.9917	18.1404	23.3856	28.7185	21.4602	16.3898
ZADH2	1.99127	2.00286	3.45246	3.27077	3.45246	1.99127	8.16149	7.70085	20.7584	18.4797	8.74205	7.35546	13.3923
ZBBX	1.31152	1.29883	1.83396	1.66871	1.83396	1.31152	2.47026	2.41426	1.04087	1	2.09076	1	1
ZBTB43	6.52553	7.07774	7.27349	8.0628	7.27349	6.52553	6.39664	6.10341	6.12863	6.45151	5.77185	3.1272	4.47291
ZCCHC16	1.23805	1.21894	1.84218	1.82153	1.84218	1.23805	1.49071	1.49025	1	1	1.2131	1	1
ZCWPW2	1.26284	1.16576	1.51699	1.42896	1.51699	1.26284	1.96452	1.79047	1.64331	1.65274	2.08902	1	1.36422
ZDHHC11	3.66116	2.63167	2.43535	2.42912	2.43535	3.66116	1.86556	1.66619	1.79662	3.85426	1.85513	3.0046	2.23185
ZDHHC20	38.8067	39.5125	34.6013	39.4156	34.6013	38.8067	35.8533	41.252	24.6638	26.2559	35.4211	10.161	19.5566
ZFP57	2.14776	1.97719	1.1505	1.09366	1.1505	2.14776	1	1	1.02443	1	1	3.17175	1
ZFP62	14.6766	13.9674	10.4171	10.2001	10.4171	14.6766	25.5668	26.6769	16.7182	17.5849	21.6898	3.56613	10.517
ZFP82	11.374	11.3244	9.7843	10.6389	9.7843	11.374	11.6238	12.5685	4.25765	3.00219	11.9246	1	1.96385
ZIC2	75.3102	79.4009	93.5919	107.538	93.5919	75.3102	18.9697	30.5054	1.05877	1	31.2645	1	1
ZIC5	37.9364	40.1181	9.44752	9.29365	9.44752	37.9364	9.48343	13.1116	1	1	14.7064	1	1
ZIK1	24.9795	24.4406	19.2072	27.0372	19.2072	24.9795	17.5477	18.5384	4.35979	4.03492	16.6449	1	3.00894
ZNF16	6.02645	6.23642	5.25808	5.62868	5.25808	6.02645	8.59768	8.82549	5.60321	5.46788	8.56917	13.4223	6.40722
ZNF195	46.3331	46.3245	28.7798	38.9463	28.7798	46.3331	33.9197	38.8517	9.60645	13.1692	32.4275	12.8477	13.2197
ZNF207	155.034	155.067	129.227	168.722	129.227	155.034	143.12	159.332	55.4752	58.2604	140.418	54.4302	45.7376
ZNF223	5.41507	5.40996	6.17899	7.09342	6.17899	5.41507	4.91882	5.67323	8.92147	9.15785	5.61012	3.71828	4.29317
ZNF23	9.82056	9.821	9.5302	12.0535	9.5302	9.82056	10.2994	11.6273	5.57481	6.41092	10.1075	3.37764	4.82646
ZNF268	10.9478	11.429	15.6671	22.7332	15.6671	10.9478	16.2012	18.1727	7.73001	10.3486	15.0508	2.17127	5.05592
ZNF287	3.25293	3.32366	3.10799	3.7576	3.10799	3.25293	4.43198	5.23467	2.92915	2.12107	4.45723	1.58991	1.8544
ZNF337	8.58385	7.80695	10.3489	10.8964	10.3489	8.58385	8.58481	9.12994	11.4187	11.0669	8.78828	5.41348	4.40867
ZNF415	8.40999	8.11234	9.29056	10.2456	9.29056	8.40999	12.0827	12.2704	11.6328	18.881	11.7324	1.57522	3.57511
ZNF440	4.83273	4.8055	6.80044	8.2387	6.80044	4.83273	8.33197	9.95253	5.37217	6.89388	8.48153	4.9282	6.86181
ZNF503	1.07341	1.04051	1.4843	1.70758	1.4843	1.07341	18.2675	20.3674	7.71227	7.46634	16.672	6.25227	21.4995
ZNF503-AS2	1	1.0267	1.15729	1.09787	1.15729	1	3.37907	2.84179	1.63191	2.26686	3.17472	1.75681	4.31078
ZNF519	8.51025	10.007	4.09915	5.35014	4.09915	8.51025	7.17597	7.57104	2.55703	2.09401	7.20638	1	1.51655
ZNF530	5.03813	5.45671	5.70142	6.85128	5.70142	5.03813	4.59697	4.75044	2.26866	2.56192	4.10442	1	1.76531
ZNF540	1.11164	1.16429	1.10336	1.34543	1.10336	1.11164	1.14162	1.30657	2.92527	2.73658	1.49971	2.22904	1.86312
ZNF557	2.53224	2.54493	2.87456	3.47173	2.87456	2.53224	2.47346	2.68815	2.95309	3.35478	2.66032	1.4157	2.69697
ZNF569	7.46416	7.96213	7.18074	9.64383	7.18074	7.46416	8.95708	9.7971	3.03923	2.45346	8.53757	2.55919	2.04017
ZNF570	3.21956	4.33505	4.74333	4.47505	4.74333	3.21956	5.78301	6.28695	3.37114	3.11124	5.42373	2.76897	2.0871
ZNF571	4.05405	3.67763	4.22203	3.49268	4.22203	4.05405	4.04792	4.45988	3.92855	3.18522	4.02623	2.72734	2.01096
ZNF608	17.2766	17.5343	42.683	44.977	42.683	17.2766	16.3037	17.8923	19.8171	15.4957	19.2067	2.9864	7.52871
ZNF706	9.43724	9.3783	7.48804	8.02573	7.48804	9.43724	15.699	17.3629	9.62321	10.557	16.6157	46.3211	19.3243
ZNF713	2.7027	3.39761	4.06522	4.14415	4.06522	2.7027	3.56953	4.38566	3.90907	2.78501	4.72111	1	1.90974
ZNF726	1.03104	1	1	1.04433	1	1.03104	1	1	1.3469	1.34322	1.03334	1	1
ZNF75A	11.9836	12.1486	15.0389	26.3148	15.0389	11.9836	12.4512	15.6111	7.23312	9.62772	12.615	13.5527	7.2816
ZNF780A	6.81807	6.95797	8.51608	9.68469	8.51608	6.81807	10.8429	13.0233	8.30578	8.57801	10.4122	3.57507	5.95723
ZNF793	4.68068	5.01863	5.44972	6.38011	5.44972	4.68068	5.47109	5.75697	4.26199	3.90151	5.58157	1.17355	1.91396
ZNF821	4.95677	4.70121	7.07116	6.6001	7.07116	4.95677	5.4003	4.68315	7.09788	5.64683	6.07448	10.5129	6.50847
ZNF83	15.9693	17.5015	26.8369	28.8045	26.8369	15.9693	18.3827	19.4292	25.2901	24.9396	17.7998	5.51979	9.81736
ZPLD1	1	1	1.05507	1.04569	1.05507	1	1.01522	1	1.07154	1	1.01718	1	1.61806
ZSCAN12	10.2775	9.64546	8.97409	8.59182	8.97409	10.2775	15.6787	16.1376	6.99219	6.6719	14.9764	2.74188	3.77705
ZZZ3	23.9464	24.4073	20.5712	26.1534	20.5712	23.9464	31.828	37.8094	16.9962	18.9606	29.7805	5.95934	9.96253
